,element_nos,Cs,xDivL,Fx,Mres
1357,70,C43,1.0,-1695.5574257480055,32.56866415114628
1358,71,C43,0.0,-1695.5653107344963,32.56861649251505
1359,71,C43,1.0,-1730.312496671996,3.720667886679643e-05
1360,29,C44,0.0,-739.9016635722588,837.6958992130425
1361,29,C44,1.0,-752.1275239365527,1339.0637628622471
1362,30,C44,0.0,-752.1339251519966,1339.0632214421366
1363,30,C44,1.0,-776.5856467340279,2225.0043453884496
1364,31,C44,0.0,-776.5922164599036,2225.0043022633363
1365,31,C44,1.0,-801.0439361864661,2215.674329240334
1366,32,C44,0.0,-801.0333759073019,2215.674248064502
1367,32,C44,1.0,-825.4850956338644,1789.40758427331
1368,33,C44,0.0,-825.4959046434975,1789.4076895116227
1369,33,C44,1.0,-849.9476280809976,1250.7032334506796
1370,34,C44,0.0,-849.943885060978,1250.7030060933762
1371,34,C44,1.0,-874.3956084984779,764.6964655152395
1372,35,C44,0.0,-874.38836079607,764.6965098708633
1373,35,C44,1.0,-898.8400842335701,399.9024245633024
1374,36,C44,0.0,-898.8529211474039,399.90243483356056
1375,36,C44,1.0,-923.3046445849038,166.31863383770013
1376,37,C44,0.0,-923.2977273785589,166.31857667031448
1377,37,C44,1.0,-947.7494508160588,43.7836842503967
1378,38,C44,0.0,-947.7480592333415,43.78364393929986
1379,38,C44,1.0,-972.1997826708415,4.047873030596272e-05
1380,40,C44,0.0,-689.6682721333264,812.4446737962833
1381,40,C44,1.0,-701.8941324976206,1297.8239899919586
1382,41,C44,0.0,-701.9133803074455,1297.8239897378853
1383,41,C44,1.0,-726.3651018894767,2153.049055401613
1384,42,C44,0.0,-726.35470396719,2153.048612243729
1385,42,C44,1.0,-750.8064236937522,2142.841563648069
1386,43,C44,0.0,-750.811444747753,2142.8412559610383
1387,43,C44,1.0,-775.2631644743155,1730.0136090646968
1388,44,C44,0.0,-775.2699436656808,1730.0136347290186
1389,44,C44,1.0,-799.7216671031811,1208.8474468400796
1390,45,C44,0.0,-799.7056343309592,1208.8473555236747
1391,45,C44,1.0,-824.1573577684594,738.8680098463936
1392,46,C44,0.0,-824.1691070109366,738.8679767058414
1393,46,C44,1.0,-848.6208304484363,386.2187082380931
1394,47,C44,0.0,-848.616895667629,386.21873717049033
1395,47,C44,1.0,-873.068619105129,160.5028629363749
1396,48,C44,0.0,-873.0687561832997,160.502933300803
1397,48,C44,1.0,-897.5204796207996,42.187546281223966
1398,49,C44,0.0,-897.5184362749286,42.18752157357263
1399,49,C44,1.0,-921.9701597124285,2.5049435941980076e-05
1400,51,C44,0.0,-600.4383506513929,870.726873529506
1401,51,C44,1.0,-612.664211015687,1313.2177414350376
1402,52,C44,0.0,-612.683214105053,1313.2178169126814
1403,52,C44,1.0,-637.1349356870841,2089.467100512053
1404,53,C44,0.0,-637.1238682396507,2089.4667070969317
1405,53,C44,1.0,-661.5755879662132,2054.625634757768
1406,54,C44,0.0,-661.5815701334952,2054.6253260389517
1407,54,C44,1.0,-686.0332898600577,1647.2377161849427
1408,55,C44,0.0,-686.039740256257,1647.2377361713868
1409,55,C44,1.0,-710.4914636937572,1144.5695470711773
1410,56,C44,0.0,-710.4757976854514,1144.5694705452452
1411,56,C44,1.0,-734.9275211229517,695.6770113133952
1412,57,C44,0.0,-734.9383045353505,695.676974846989
1413,57,C44,1.0,-759.3900279728505,361.25601679788736
1414,58,C44,0.0,-759.3869741856955,361.2560466387812
